epoch,acc,class_loss,loc_loss,loss,val_acc,val_class_loss,val_loc_loss,val_loss
0,0.4595972791314125,3.876456369161606,1.8508200269937516,6.90607421875,0.43915697932243347,4.710515975952148,1.6623401641845703,7.551649570465088
1,0.43473459720611574,1.5605182248353957,1.5454846405982972,4.284786331653595,0.407531201839447,4.132201671600342,1.8279861211776733,7.138956546783447
2,0.4108630982041359,1.3813950037956237,1.1753125005960465,3.7354650259017945,0.4040597677230835,3.9389758110046387,1.8608659505844116,6.978580951690674
3,0.4079508191347122,2.095525853037834,1.3546820175647736,4.62892543554306,0.39846256375312805,2.767591953277588,1.7691631317138672,5.715460300445557
4,0.4082516539096832,1.4173736959695815,3.6064453178644182,6.20251473903656,0.3845840096473694,2.3336799144744873,1.895759105682373,5.408131122589111
5,0.39324266999959945,1.26411114692688,2.2498728543519975,4.692677774429321,0.34482720494270325,2.114443778991699,1.9216382503509521,5.2147746086120605
6,0.3798816853761673,0.8606573742628097,1.7312110912799836,3.770559310913086,0.35180944204330444,2.2930970191955566,1.7592039108276367,5.23099422454834
7,0.3202442881464958,0.8992807620763779,1.3426063895225524,3.4205867409706117,0.2761860191822052,2.21396803855896,1.69602632522583,5.0886945724487305
8,0.2986766116629387,0.6384215467882439,0.7855277197347184,2.6026423064799142,0.2836513817310333,2.0370852947235107,1.7939014434814453,5.009670257568359
9,0.326272474527359,0.9666947191953659,1.5533663415908814,3.698727557659149,0.3055643141269684,1.8132500648498535,1.592186689376831,4.5840959548950195
