epoch,acc,loss,val_acc,val_loss
0,0.44804963022470473,21.353259973526,0.5046953558921814,7.520374298095703
1,0.47759093821048737,5.991956214904786,0.46976637840270996,5.949226379394531
2,0.4577374151349068,9.46557752609253,0.5024049282073975,6.262137413024902
3,0.4561648252606392,7.500450782775879,0.5560008883476257,6.30314826965332
4,0.48130607813596726,5.153833556175232,0.5245075821876526,7.050198078155518
5,0.4560453286767006,5.791025049686432,0.37769123911857605,4.692389011383057
6,0.3792733258008957,4.995837688446045,0.32856160402297974,7.154256820678711
7,0.3695960977673531,21.806304860115052,0.4312872290611267,7.648126125335693
8,0.4262492847442627,7.672717356681824,0.5468392372131348,4.356532096862793
9,0.4832820352911949,5.067592077255249,0.4661017060279846,6.8592658042907715
10,0.468746243417263,4.564579026699066,0.5097343325614929,5.792283058166504
11,0.41575007766485217,4.068002772331238,0.37013283371925354,4.642463207244873
12,0.4198363062739372,4.707942094802856,0.47377461194992065,5.7907233238220215
13,0.41265799236222983,3.9039439922207397,0.4088410437107086,3.615957021713257
14,0.4398305881994436,4.263049286820859,0.49702244997024536,4.036221504211426
15,0.4585732433199883,3.9161390829086304,0.5511910319328308,5.376504898071289
16,0.520664148926735,4.043720245361328,0.6024965643882751,6.522090911865234
17,0.5176104456186295,6.7261592435836794,0.5518781542778015,6.5446600914001465
18,0.4646789121627808,21.388607273101808,0.49026569724082947,5.679098129272461
19,0.42134362131357195,3.6098643016815184,0.4979386031627655,4.837648868560791
20,0.40545765608549117,3.5456802606582642,0.5065277218818665,7.720396518707275
21,0.41934411704540253,5.207239918708801,0.504122793674469,9.830385208129883
22,0.39391909807920455,11.910578126907348,0.4271644651889801,6.273830890655518
23,0.39599644124507904,4.0965991151332855,0.47033897042274475,9.675965309143066
24,0.3821669206023216,3.3456044507026674,0.40414565801620483,5.348584175109863
25,0.3880985525250435,5.036635998487473,0.46564361453056335,4.023169040679932
26,0.45550110131502153,13.363363966941833,0.5224461555480957,6.671237468719482
27,0.5581812971830368,2.980255435705185,0.5784471035003662,6.647877216339111
28,0.4701550835082608,3.016443171578069,0.510765016078949,9.14016342163086
29,0.44144767969846727,3.13237966915105,0.40895557403564453,6.1858696937561035
30,0.4095186886191368,10.821461458206176,0.49267062544822693,8.226667404174805
31,0.5000612327456474,3.0557942843437194,0.5311498045921326,7.620266437530518
32,0.5166950935125351,2.8846503782272337,0.537677526473999,5.556392669677734
33,0.5024823573231697,2.806432318687439,0.5373339653015137,8.357525825500488
34,0.4769720211625099,5.224599013328552,0.5135135054588318,9.404016494750977
35,0.46840142548084257,3.9723116970062256,0.5645900368690491,5.247726917266846
36,0.539655829668045,2.5226146149635316,0.5427164435386658,3.0340452194213867
37,0.5003329718112945,2.790080325603485,0.4701099395751953,5.6258955001831055
38,0.5086214151978493,19.56450959086418,0.47789737582206726,5.031371116638184
39,0.5210434693098068,5.105272209644317,0.4633531868457794,5.05126953125
40,0.466676342189312,2.8055252170562746,0.494502991437912,6.1990580558776855
41,0.4825119164586067,2.39756778717041,0.5036646723747253,4.741203308105469
42,0.4952958232164383,2.9867503273487093,0.49015116691589355,3.0808868408203125
43,0.4589780070865997,2.4263278531707098,0.4666742980480194,4.147747039794922
44,0.41160955209632394,2.561572093442322,0.426477313041687,5.710555076599121
