epoch,loss,val_loss
10,6.379885601997375,10.314949035644531
11,5.825997228622437,11.271624565124512
12,6.241238760948181,9.226299285888672
13,5.485836086273193,10.114462852478027
14,6.191875758171082,9.767109870910645
15,6.567403688430786,9.995543479919434
16,6.938762183189392,9.764294624328613
17,5.922058663368225,9.759176254272461
18,5.917563462257386,9.63092041015625
19,5.916129484176635,8.976700782775879
20,4.912670712471009,8.717147827148438
21,7.6425201082229615,9.348284721374512
22,7.988721790313721,9.368188858032227
23,8.915447297096252,8.92875862121582
24,5.6107623624801635,9.270974159240723
25,5.258839392662049,8.766948699951172
26,5.390991296768188,8.259318351745605
27,5.810953087806702,9.599061965942383
28,5.613827862739563,10.056760787963867
29,5.446559092998505,10.037302017211914
