epoch,acc,loss,val_acc,val_loss
0,0.18869095042347908,20.544925413131715,0.24610628187656403,24.957551956176758
1,0.2289835876226425,18.958143939971922,0.25171780586242676,21.66553497314453
2,0.23576156571507453,7.777457494735717,0.24060925841331482,17.69586753845215
3,0.2227612155675888,15.923214025497437,0.21472744643688202,18.510440826416016
4,0.20980992957949637,30.067875862121582,0.1880439817905426,17.850589752197266
5,0.23654550001025199,7.228463070392609,0.23831883072853088,19.21938133239746
6,0.2217134168744087,6.840507702827454,0.2650022804737091,17.84851837158203
7,0.21362366884946823,7.405349054336548,0.3051992654800415,19.50623321533203
8,0.2581936404109001,6.617399942874909,0.3098946511745453,23.742338180541992
9,0.2535545629262924,6.687977032661438,0.2669491469860077,16.258955001831055
10,0.2720692202448845,7.34161824464798,0.3060009181499481,16.676692962646484
11,0.27621220871806146,31.740088949203493,0.294319748878479,19.675451278686523
12,0.26780695363879203,14.245546369552612,0.27496564388275146,21.887893676757812
13,0.32164474070072174,5.6222083950042725,0.32592761516571045,17.685504913330078
14,0.29069434810015893,6.698613893902964,0.2696976661682129,15.439674377441406
15,0.2798217761516571,12.979142351150513,0.2194228172302246,16.702667236328125
16,0.22954263001680375,14.07350133895874,0.23133303225040436,14.518511772155762
17,0.2367240472137928,11.04910947561264,0.2648877799510956,14.12789249420166
18,0.2381658698618412,5.700921447277069,0.22663766145706177,15.81934642791748
19,0.2513844549655914,5.966920893192292,0.28973889350891113,14.613158226013184
20,0.2782133603096008,17.0103257393837,0.3106963038444519,16.372594833374023
21,0.2585106137394905,8.721472027301788,0.28515803813934326,16.367977142333984
22,0.29684890985488893,4.647364099025726,0.3265002369880676,16.045581817626953
23,0.26191508293151855,9.820896015167236,0.26660558581352234,14.396353721618652
24,0.21464670225977897,11.803269100189208,0.21346770226955414,12.766351699829102
25,0.2489337705075741,6.683005321025848,0.2526339888572693,11.345620155334473
26,0.25381259232759473,20.814234294891357,0.24232707917690277,11.861459732055664
27,0.24259022161364555,6.400829257965088,0.25229042768478394,14.565535545349121
28,0.2526269337823314,6.572139530950977,0.25503894686698914,11.73568058013916
29,0.2701689687901295,6.0629123076496505,0.3263857066631317,13.645801544189453
30,0.2966921579837799,6.540597143173218,0.30554282665252686,12.486778259277344
31,0.2845327171683312,17.384032626152038,0.27278974652290344,11.338868141174316
32,0.21333088859915733,6.910914263725281,0.2574438750743866,14.943370819091797
33,0.24255013823509217,5.908421049118042,0.26202473044395447,13.238231658935547
34,0.2647006353735924,6.339160022735595,0.2915712296962738,13.378125190734863
35,0.26478097811341283,6.231660642623901,0.2798900604248047,11.31545352935791
36,0.2977742439508438,5.8414740562438965,0.2984425127506256,11.158259391784668
37,0.32748840540647506,8.342843351364136,0.33337152004241943,9.447588920593262
38,0.31892951220273974,9.231863880157471,0.30829134583473206,12.745871543884277
39,0.3265953898429871,11.990907402038575,0.3128722012042999,13.931722640991211
40,0.33167770117521284,13.397901391983032,0.30210718512535095,14.506336212158203
41,0.28558205485343935,32.651430740356446,0.30565735697746277,13.773777961730957
42,0.288567481637001,6.297671258449554,0.2888227105140686,13.884467124938965
43,0.2833839654318384,6.295417775656726,0.2951214015483856,15.089527130126953
44,0.2901652263047603,5.880648830838693,0.30130553245544434,15.405457496643066
45,0.2975670674443245,53.738964383602145,0.28458544611930847,16.77577018737793
46,0.2713667404651642,13.789682672023773,0.23110398650169373,14.985949516296387
47,0.2709133794903755,5.22961534500122,0.29065507650375366,14.306229591369629
48,0.28051838725805284,6.32042596578598,0.29729729890823364,12.320252418518066
49,0.2499099576473236,6.38788115978241,0.28435638546943665,14.603339195251465
