epoch,acc,class_loss,loc_loss,loss,val_acc,val_class_loss,val_loc_loss,val_loss
0,0.563015968799591,8.491782937049866,1.538915890455246,10.757831535339356,0.589354395866394,2.923642158508301,1.352177619934082,5.059010028839111
1,0.673401654958725,2.076864960193634,1.0859321361780168,4.025890791416169,0.5505837798118591,3.3752191066741943,1.5656780004501343,5.660058498382568
0,0.30139582090079786,8.267910544872285,1.024172103703022,10.173599810600281,0.4249313175678253,4.839656352996826,1.6594198942184448,7.190034866333008
1,0.528531554043293,2.2621225333213806,1.0101714897155762,4.158022353649139,0.6069024801254272,3.9610166549682617,2.2945024967193604,6.755919933319092
2,0.5890782523155212,2.2924282002449035,0.997041043639183,4.179108471870422,0.5607143044471741,4.313000679016113,2.4925670623779297,7.246532440185547
3,0.4848684325814247,2.0695562052726744,1.0022540175914765,3.9598607301712034,0.4347870945930481,4.406067371368408,1.6201952695846558,6.728914737701416
4,0.4723889508843422,2.1181504809856415,0.6936698490381241,3.7924077105522156,0.4237637221813202,2.452648878097534,2.3083603382110596,5.257171154022217
5,0.6606180030107498,1.8924999141693115,0.7933133536577225,3.6364539432525635,0.6331387162208557,2.376873731613159,1.4598793983459473,4.587393760681152
6,0.6895685124397278,1.6194960135221481,0.37556063067168,3.0709570455551147,0.4344436824321747,3.503746271133423,3.1599106788635254,6.904236793518066
7,0.633089672923088,2.023711661696434,0.7237827164307237,3.7188535046577456,0.560302197933197,3.1332948207855225,3.659377098083496,6.883297443389893
8,0.6427634358406067,1.752718423604965,0.5863198238611221,3.3515784168243408,0.6243818402290344,2.019001007080078,1.9182367324829102,4.550183296203613
9,0.6771170169115066,1.6959218966960907,0.6760354092717171,3.3575240349769593,0.5541895627975464,3.636765241622925,3.51003360748291,7.282134532928467
10,0.678952909708023,1.711878382563591,0.5727952072024345,3.301143639087677,0.7021634578704834,2.6336350440979004,2.0511391162872314,5.257695198059082
11,0.7237537336349488,1.6991086864471436,0.529861794859171,3.2582351183891296,0.6509958505630493,2.825453758239746,3.5732498168945312,6.514899730682373
12,0.7520769673585892,1.9170839369297028,0.7320543971657753,3.617661888599396,0.6236607432365417,3.1689140796661377,4.109730243682861,7.233831882476807
13,0.6363847434520722,1.6955490416288377,0.5737083919346333,3.2852291750907896,0.550755500793457,2.5528390407562256,3.383512020111084,6.10933780670166
14,0.5972498309612274,1.9168537724018098,0.6572705362737179,3.564944360256195,0.5259958505630493,2.8526628017425537,3.3770480155944824,6.404576778411865
15,0.48882134437561037,1.7333465045690537,0.587808758020401,3.3327563977241517,0.4909340739250183,2.152555227279663,1.904350757598877,4.673511505126953
