epoch,loss,val_loss
0,11.079424047470093,9.024763107299805
1,7.546456708908081,9.577153205871582
2,7.993864178657532,9.577566146850586
3,6.879846310615539,8.888652264232366
4,6.4635403442382815,7.875298023223877
5,6.390191049575805,7.548495769500732
6,6.3447314691543575,7.644807815551758
7,6.836059966087341,7.591938018798828
8,6.116225782781839,7.492114543914795
9,5.934902310371399,7.574286937713623
10,6.208562622070312,7.154896645796926
11,5.996192951202392,7.270793437957764
12,6.136376972198486,7.155727863311768
13,6.077080473899842,6.640806674957275
14,6.061869912147522,8.189344166042087
15,5.4983389902114865,7.414485931396484
16,5.49236385717332,7.806292533874512
17,5.735698336617296,7.680974854363336
18,5.7473272657394405,7.024572372436523
19,5.955018315315247,7.105152130126953
20,5.535919389724731,6.822926998138428
21,5.222343075275421,6.356774806976318
22,5.850755558013916,5.9212188720703125
23,5.123011012077331,5.4851884841918945
24,4.4338024234771725,5.70094018512302
