epoch,loss,val_loss
0,61.071161349314565,65.1514225684607
1,16.562856233944682,10.436717562367637
2,10.547530031504122,9.632457067215709
3,9.887390609357341,8.929164529632045
4,9.478988535192949,8.500665089201393
5,9.226679288516255,8.435302988185557
6,9.007686878900108,8.267290491674572
7,8.73226744213944,7.997467499005465
8,8.43260440826416,7.777347003047174
9,8.32042944926136,7.620999524715861
10,7.789415165163436,7.315696436111792
11,7.729143861254806,7.315796615892091
12,7.638754020159758,7.16836400025761
13,7.459155836045367,7.060497635123915
14,7.381891357373892,7.058984377638625
15,7.443784645368468,7.127078085862915
16,7.226092258789254,6.978938272348034
