epoch,loss,val_loss
0,12.082106990814209,11.700695991516113
1,6.298004183769226,13.143817901611328
2,6.278471083641052,11.449323654174805
3,6.206700229644776,10.50693416595459
4,5.7905063366889955,10.061524391174316
5,6.08390163898468,10.885110855102539
6,5.417893011569976,11.724160194396973
7,5.0061058950424195,11.262829780578613
8,6.675589940547943,12.604641914367676
9,5.42539984703064,10.91887378692627
10,5.446172711849212,10.517148971557617
11,5.708360478878022,9.494417190551758
12,6.301560764312744,7.9000444412231445
13,5.674319877624511,8.154031753540039
14,5.8926699829101565,9.98854923248291
15,5.429393510818482,8.99296760559082
16,5.131874907016754,9.349251747131348
17,5.516455345153808,7.280074596405029
18,5.5483051300048825,8.232316970825195
19,5.4538438558578495,8.444985389709473
20,5.5482412481307986,7.59289026260376
21,5.307112989425659,6.989051818847656
22,5.56630163192749,7.566232681274414
23,5.555079894065857,11.26211166381836
24,4.84131489276886,9.97055435180664
25,4.945509049892426,9.185863494873047
26,5.550539231300354,7.508736610412598
27,5.578437750339508,9.10210132598877
28,5.174104175567627,11.468096733093262
29,5.750703208446502,10.489655494689941
30,5.991036100387573,7.33489465713501
31,6.147656383514405,7.5032243728637695
32,5.9734925317764285,9.033222198486328
33,7.0859259557723995,8.099503517150879
34,5.7216186475753785,7.287051200866699
35,5.857371606826782,7.985862731933594
36,5.822158308029175,8.070549011230469
37,6.266974787712098,8.221166610717773
38,5.795349969863891,9.998738288879395
39,5.670833921432495,9.91007137298584
40,5.676722822189331,9.097979545593262
41,7.017045984268188,8.172098159790039
42,5.636175003051758,8.177789688110352
43,5.587377409934998,7.2765679359436035
44,6.23974995136261,7.476705074310303
45,6.541169767379761,7.630161762237549
46,6.566851501464844,7.330424785614014
47,6.2018970155715945,7.7474212646484375
48,5.956805362701416,7.464921474456787
49,6.698531908988953,8.158413887023926
50,8.909142723083496,5.0868000984191895
51,5.70098906258742,5.467496395111084
52,5.68528367145152,5.159616947174072
53,6.576650857925415,6.9715256690979
54,5.492633547782898,6.234977722167969
55,6.116072831153869,6.586980819702148
56,6.082983946800232,5.86820650100708
57,6.1118632555007935,5.238519191741943
58,5.046416440010071,5.3235273361206055
59,5.536887536048889,5.375053405761719
60,6.842748875617981,6.671754837036133
61,6.513995561599732,6.993734836578369
62,5.989737558364868,6.248115539550781
63,5.181086206436158,5.689250469207764
64,5.865930452346801,5.538038730621338
65,6.802036466598511,5.959125995635986
66,6.068314533233643,5.470341205596924
67,6.76601245880127,6.551204204559326
68,5.589201722145081,5.311785697937012
69,5.36013424873352,5.596252918243408
70,5.895751342773438,6.634578704833984
71,5.802495532035827,7.6965107917785645
72,6.017149457931518,5.558155536651611
73,5.237201099395752,5.117941856384277
74,5.877317008972168,5.53889799118042
75,5.292474241256714,4.965995788574219
76,5.239413924217224,6.580306529998779
77,4.974111504554749,6.303958892822266
78,5.043505396842956,5.362473011016846
79,5.078832006454467,5.470888614654541
80,5.398455600738526,4.387630462646484
81,6.311944770812988,4.4183349609375
82,6.342096176147461,4.635132789611816
83,6.03898853302002,4.883581161499023
84,6.0293240022659305,5.9986572265625
85,5.452060804367066,6.300660133361816
86,6.196435418128967,7.6947479248046875
87,6.01399968624115,6.805774211883545
88,5.24928647518158,5.579763412475586
89,5.361912074089051,5.3025336265563965
90,5.623268427848816,5.79012393951416
91,5.324679107666015,6.160544395446777
92,5.387989501953125,5.663376808166504
93,5.036161069869995,5.469703197479248
94,5.507275865077973,5.877995014190674
95,5.558157060146332,5.655423641204834
96,5.783998103141784,5.799658298492432
97,5.972840628623962,6.29461669921875
98,5.2908075189590456,5.906457424163818
99,4.842665300369263,4.699160099029541
