epoch,loss,val_loss
0,4.245159952640534,7.407949924468994
1,3.7071034681797026,6.749608516693115
2,2.989210374355316,7.010143756866455
3,3.8646389377117156,6.922556400299072
4,2.9514370584487915,6.55169153213501
5,2.982331637144089,7.560441017150879
6,2.6431274473667146,10.737882614135742
7,3.3927362632751463,8.07470703125
8,2.445680100917816,9.147583961486816
9,3.32698011636734,8.707627296447754
10,4.559771761894226,11.059157371520996
11,4.016932579278946,9.610577583312988
12,2.746203942298889,8.040271759033203
13,2.548178185224533,9.140088081359863
14,2.7394554412364958,8.123945236206055
15,2.4652422058582304,9.71815299987793
