epoch,acc,class_loss,loc_loss,loss,val_acc,val_class_loss,val_loc_loss,val_loss
0,0.4554590493440628,5.350368633270263,1.027244482934475,7.526667976379395,0.5286493301391602,7.3258256912231445,2.738091230392456,11.212944984436035
1,0.4971352422237396,4.815566873550415,0.9403685197234154,6.904910316467285,0.549605667591095,6.851561546325684,2.3840599060058594,10.384523391723633
0,0.487288256585598,5.33721893787384,1.092156597673893,7.5784291076660155,0.5150240659713745,7.07380485534668,2.1960787773132324,10.418909072875977
1,0.48644497960805894,5.0714639472961425,1.0939007452130318,7.314324669837951,0.5140575766563416,6.479001998901367,2.027360439300537,9.655266761779785
2,0.4829155784845352,4.712141847610473,0.8722957435250283,6.733323292732239,0.48311683535575867,6.185389518737793,2.2046773433685303,9.538931846618652
3,0.48584008097648623,4.768473262786865,0.8549109183251857,6.772228736877441,0.5524663925170898,5.931767463684082,2.3051300048828125,9.385714530944824
4,0.5437156653404236,4.471431617736816,0.894192333817482,6.514410066604614,0.5687872767448425,5.94141960144043,1.993852138519287,9.084029197692871
5,0.5128960037231445,4.527163543701172,1.202149178981781,6.87805064201355,0.5461931824684143,5.794477462768555,2.040543556213379,8.983739852905273
6,0.4632653647661209,4.255716185569764,0.7750028648972511,6.179402599334717,0.4796340763568878,5.9304609298706055,1.9615702629089355,9.040675163269043
7,0.46431107372045516,4.462148656845093,1.2174570710957051,6.82821870803833,0.4490728974342346,5.468664169311523,2.10917329788208,8.726410865783691
8,0.45471993026098817,4.123253826565784,0.9331055723837224,6.204913615923504,0.5218841433525085,5.516772747039795,1.931336760520935,8.596610069274902
9,0.48783263713121416,4.118174588680267,1.1175949424505234,6.384247994422912,0.49131593108177185,5.457517623901367,1.7994709014892578,8.405444145202637
10,0.4692050790786743,3.8952605271339418,0.5658200703561306,5.6094979524612425,0.5536718368530273,5.442124843597412,1.7999032735824585,8.390392303466797
11,0.5052452373504639,3.8892885303497313,0.8873011675477028,5.924933638572693,0.5448929071426392,5.427494049072266,1.7900941371917725,8.365912437438965
12,0.5280598774552345,3.7475307965278626,0.9620815774798394,5.8579351472854615,0.4682966470718384,5.432682514190674,2.3650808334350586,8.946063041687012
13,0.46345422834157946,3.537218246459961,4.160134389996529,8.84562861919403,0.4669717252254486,5.321401119232178,1.8165743350982666,8.286234855651855
14,0.4336447435617447,3.8827259278297426,1.286848438680172,6.317806568145752,0.4603119492530823,4.947116851806641,1.8502366542816162,7.9455485343933105
15,0.4251915693283081,3.3803133749961853,0.563726736754179,5.09224570274353,0.44933298230171204,4.999485015869141,1.8024191856384277,7.95012903213501
