epoch,loss,val_loss
0,15.044499716758729,18.36786460876465
1,8.343110466003418,13.049843788146973
2,8.18076307296753,13.672907829284668
3,7.478067097663879,12.963314056396484
4,6.785217747688294,12.788188934326172
5,6.58969354391098,11.510594367980957
6,6.383878083229065,9.988813400268555
7,6.065332369804382,9.635912895202637
8,6.786749014854431,10.961662292480469
9,5.992117533683777,10.672178268432617
10,5.362252507209778,8.363306045532227
11,6.361007239818573,9.657301902770996
12,5.561151535511017,10.520284652709961
13,5.811439831256866,10.703751564025879
14,6.438895516395569,9.235970497131348
15,5.6881761193275455,10.643698692321777
16,5.260018837451935,12.124753952026367
17,5.476701483726502,9.677377700805664
18,5.627574291229248,9.877102851867676
19,6.3834747838974,9.0352783203125
20,5.647445051670075,9.3417329788208
21,5.636377067565918,8.87269401550293
22,5.583186001777649,9.092863082885742
23,5.967096881866455,8.521448135375977
24,6.601441044807434,9.294211387634277
25,5.9007059097290036,8.928449630737305
26,5.918330516815185,9.30001449584961
27,5.820699172019959,10.79670524597168
28,5.753487787246704,8.740171432495117
29,5.567704589366913,9.787190437316895
30,5.606911923885345,9.324247360229492
31,6.129864015579224,8.337498664855957
32,5.805257062911988,9.568129539489746
33,6.0726393127441405,10.078405380249023
34,5.259773364067078,9.256342887878418
35,6.24386227607727,9.699797630310059
36,5.163748354911804,9.378795623779297
37,5.835030608177185,8.945354461669922
38,5.477695722579956,8.772062301635742
39,5.927184028625488,10.46749496459961
40,5.657800438404084,9.357959747314453
41,5.674227805137634,9.842598915100098
42,6.011116893291473,12.251129150390625
43,5.302719442844391,10.982592582702637
44,5.206026027202606,8.983501434326172
45,5.24440758228302,10.40790843963623
46,5.308378653526306,8.964550971984863
47,5.546052565574646,8.719901084899902
48,5.140345547199249,9.759445190429688
49,6.277220106124878,9.49953556060791
50,8.65058400630951,8.357599258422852
51,7.192046785354615,8.662909507751465
52,8.58402189731598,8.531947135925293
53,7.358202919960022,7.931238651275635
54,7.42716712474823,8.919487953186035
55,6.836905126571655,7.731193542480469
56,7.563088417053223,8.134861946105957
57,7.98412781715393,8.43343448638916
58,6.697349915504455,8.10997200012207
59,6.688494224548339,8.635138511657715
60,7.168056201934815,9.02651596069336
61,6.852696399688721,8.268521308898926
62,6.9817162609100345,8.773981094360352
63,6.865794320106506,8.756892204284668
64,6.289000792503357,8.770496368408203
65,6.581586599349976,8.566245079040527
66,7.171078023910522,8.461052894592285
67,6.65504590511322,8.070023536682129
68,6.387079172134399,8.281598091125488
69,6.456212868690491,7.557427406311035
70,6.029845795631409,8.271503448486328
71,7.492569789886475,8.19751262664795
72,6.216665115356445,7.692995548248291
73,5.891864585876465,7.967408180236816
74,5.701582760810852,8.00731372833252
75,5.392445597648621,7.959832668304443
76,5.735561332702637,8.521031379699707
77,6.717043886184692,8.309104919433594
78,7.6992163610458375,8.037744522094727
79,6.496107716560363,7.840376377105713
80,6.559982652664185,7.636821269989014
81,6.728640427589417,7.7105817794799805
82,6.798468933105469,7.851770877838135
83,7.240077977180481,8.114241600036621
84,9.132450017929077,8.03857707977295
85,7.2378928852081295,8.370579719543457
86,6.3922273588180545,7.79485559463501
87,6.449736967086792,7.344559669494629
88,8.239363946914672,7.962865352630615
89,6.580057301521301,7.949439525604248
90,6.1311300618250835,7.754836082458496
91,6.12308219727704,8.002981185913086
92,5.804643568992614,7.484943389892578
93,6.665843534469604,7.599853038787842
94,7.935578565597535,7.124729156494141
95,6.715856657028199,7.259756565093994
96,6.47419949054718,7.771812915802002
97,5.964927878379822,7.729130744934082
98,6.828011145591736,7.684223651885986
99,10.85601079940796,7.451609134674072
100,14.632536306381226,7.399748802185059
101,7.735543718338013,7.720065116882324
102,7.524351077079773,8.155871391296387
103,7.211700377464294,7.947809219360352
104,6.228221669197082,8.467655181884766
105,6.511156768798828,8.601280212402344
106,6.735850100517273,8.440376281738281
107,7.201123938560486,9.238668441772461
108,6.722081151008606,9.812337875366211
109,5.788334279060364,9.359881401062012
110,6.277297019958496,9.151240348815918
111,6.296927886009216,8.043875694274902
112,5.980249328613281,6.429113388061523
113,6.08407949924469,6.372575283050537
114,6.6815684080123905,5.739860534667969
115,6.376725082397461,5.796573638916016
116,6.208364772796631,6.20127534866333
117,7.101036114692688,6.961424827575684
118,6.875307374000549,7.711881160736084
119,6.232527284622193,8.244481086730957
120,8.291823787689209,7.880052089691162
121,6.313263096809387,7.051348686218262
122,6.270424194335938,6.834926128387451
123,6.40994544506073,6.0739054679870605
124,6.730919618606567,6.809145450592041
125,6.120106453895569,7.410930633544922
126,7.170337162017822,7.667686462402344
127,7.028753113746643,7.260146617889404
128,7.154193739891053,6.555577754974365
129,7.015083293914795,6.296758651733398
130,6.592986235618591,6.062032699584961
131,6.40553804397583,6.222596645355225
132,6.463822979927063,6.9792585372924805
133,6.09272485256195,6.544944763183594
134,6.1832426643371585,7.181370258331299
135,6.008966493606567,7.130176067352295
136,5.885446887016297,7.339966773986816
137,5.910511746406555,7.7363128662109375
138,5.84678774356842,7.106832504272461
139,6.18740629196167,5.930422306060791
140,7.039971442222595,6.360227108001709
141,6.752330627441406,6.494167327880859
142,6.425511074066162,6.86618709564209
143,7.016237010955811,7.5754923820495605
144,7.574712405204773,7.403763771057129
145,8.276589460372925,7.934081077575684
146,5.884583258628846,7.326300144195557
147,6.578584971427918,7.2397637367248535
148,6.750807161331177,7.0716328620910645
149,7.4420043563842775,7.108128547668457
