epoch,acc,class_loss,loc_loss,loss,val_acc,val_class_loss,val_loc_loss,val_loss
0,0.3377813296020031,9.325410022735596,2.469045350551605,12.24235403060913,0.4325469434261322,3.450777769088745,0.9653720855712891,5.315115451812744
1,0.4344345515966415,2.852617976665497,1.5010231548547746,5.09191077709198,0.3957856297492981,3.17435884475708,1.2191256284713745,5.216309547424316
2,0.48236003547906875,2.7766176414489747,1.6255965942144395,5.103067703247071,0.46278056502342224,2.897345542907715,1.1385077238082886,4.8827972412109375
3,0.4623005178570747,2.6300050234794616,1.4194093680381774,4.8120546579360965,0.4456023871898651,3.1169486045837402,1.4012585878372192,5.286245822906494
4,0.5129089805483819,2.5671073842048644,1.3326720899343492,4.688353638648987,0.587608814239502,3.1589508056640625,1.3280422687530518,5.276930809020996
5,0.5181834772229195,2.545984001159668,1.7130334854125977,4.933423686027527,0.49965643882751465,2.9205591678619385,1.6798434257507324,5.284736633300781
6,0.53659259557724,2.3654146075248716,1.3619985872507094,4.507068545818329,0.5298900604248047,3.377986192703247,1.0410728454589844,5.29495906829834
7,0.543302435874939,2.5998289036750792,2.7701931124925614,5.72714946269989,0.4864864945411682,2.6234309673309326,1.061617374420166,4.554703712463379
8,0.5242008563876152,2.571125662326813,2.4687625479698183,5.4873618364334105,0.4891204833984375,2.2602651119232178,1.543811559677124,4.528997421264648
9,0.5151551416516305,2.494118685722351,2.449184001684189,5.396583876609802,0.5543976426124573,2.635188341140747,1.3160974979400635,4.7444610595703125
10,0.47247033268213273,2.425683286190033,1.0954973393678664,4.380494103431702,0.46564361453056335,2.33743953704834,0.9872593283653259,4.216440200805664
11,0.49462748289108277,2.5139747047424317,1.230895592570305,4.563468334674835,0.5009161829948425,2.607717514038086,1.286651611328125,4.696194171905518
12,0.5336861559748649,2.4341174387931823,1.0092991521954537,4.328423044681549,0.5750114321708679,2.296950578689575,1.0943857431411743,4.250784397125244
13,0.6237724030017853,2.328038489818573,0.7617663359642028,4.049011662006378,0.6509390473365784,2.1417033672332764,0.9576869010925293,3.99979829788208
14,0.613904065489769,2.3983860421180725,1.180242593884468,4.412219159603119,0.5413421988487244,2.7090840339660645,1.2489858865737915,4.770991802215576
15,0.5423229367431379,2.277371133124078,1.1369643260624782,4.260835727611622,0.48660099506378174,2.6052558422088623,1.1799925565719604,4.618802070617676
16,0.540052434413576,2.3811719697730864,0.9554022575536305,4.237471835030248,0.5216445326805115,2.548351764678955,1.030734658241272,4.457359313964844
17,0.5292675676941871,2.195478514432907,6.539935131669044,7.960897252559662,0.5317224264144897,2.2226696014404297,0.7251982688903809,3.9177379608154297
18,0.5196092668175697,2.183648864030838,1.1618179678916931,4.184305143356323,0.4876317083835602,2.5641028881073,0.9684436917304993,4.42936372756958
19,0.539509024322033,2.0372126162052155,0.9800157058238983,3.9105621433258055,0.47732478380203247,2.797788619995117,0.7658960819244385,4.521244049072266
20,0.5509733611345291,2.0789150869846345,1.081906185746193,4.023543829917908,0.5163765549659729,3.3281126022338867,0.8250389099121094,5.092895984649658
21,0.5004043313860893,2.157027162313461,0.8859904193878174,3.964443340301514,0.5139716267585754,2.1632823944091797,0.4784124493598938,3.685359001159668
22,0.46509695053100586,2.022320008277893,0.6553121083974838,3.668187482357025,0.5306916832923889,2.554658889770508,0.5818938612937927,4.149097442626953
23,0.5252355214953423,2.1086811554431915,1.0050528877973557,3.9993022227287294,0.47583600878715515,2.3254497051239014,0.6609213948249817,3.9751362800598145
24,0.44108358561992644,2.0277143895626066,1.052600766122341,3.9515573954582215,0.4106733798980713,1.9986486434936523,0.628608226776123,3.6256728172302246
25,0.4923784300684929,2.020929778814316,0.7399000024795532,3.7258256673812866,0.48327988386154175,1.9480432271957397,0.8588504791259766,3.7361700534820557
26,0.559658762216568,2.037889951467514,0.9194535741209984,3.86842337846756,0.4953046143054962,2.0808968544006348,0.46946215629577637,3.5964126586914062
27,0.5661383396387101,2.133801748752594,1.0639958524703979,4.065441119670868,0.4841960668563843,2.395702362060547,0.42957010865211487,3.8831887245178223
28,0.5838062608242035,2.120554804801941,1.35959950953722,4.259026699066162,0.5622996091842651,2.578242778778076,0.3043907582759857,3.9780163764953613
29,0.5694205570220947,1.9097277188301087,1.5500905528664588,4.181449263095856,0.5892121195793152,2.9210715293884277,0.4387953281402588,4.414854526519775
30,0.5996325641870499,2.07036896944046,0.8812579730153084,3.873836829662323,0.5714613199234009,2.6321475505828857,0.33267125487327576,4.051569938659668
31,0.5617095875740051,1.9608958446979523,1.2090946155786515,3.993805124759674,0.5776454210281372,4.171371936798096,0.4240782558917999,5.654764175415039
32,0.6021244596911822,1.931336630287589,0.965665558615822,3.7938048703169747,0.5273705720901489,2.310795783996582,0.5154378414154053,3.858083963394165
33,0.5023868097218986,1.9101358408036502,0.9389903961683593,3.753878533132706,0.48877692222595215,3.21260666847229,0.784692645072937,4.948307991027832
34,0.4787245556712151,1.8962134575843812,0.8719209396839142,3.6929307794570922,0.37036189436912537,3.635284423828125,0.2920280694961548,5.0260419845581055
35,0.5291687911748886,1.941553474664688,0.8501499259471893,3.7229452610015867,0.5847457647323608,2.7469482421875,0.368304580450058,4.190999507904053
36,0.5373221671581269,1.9009242260456085,0.6909393660724163,3.5707949471473692,0.5279431939125061,1.997194528579712,0.5622715353965759,3.5769760608673096
37,0.5013010370731353,1.8468751871585847,2.642966150343418,4.883112258911133,0.45522215962409973,2.0891242027282715,0.5839887261390686,3.6840367317199707
38,0.5249619966745377,1.687992081642151,1.8721912336349487,4.184620532989502,0.40643608570098877,1.7350913286209106,0.560202956199646,3.3132965564727783
39,0.5330895674228668,1.9605192863941192,1.0925003159046174,3.911291995048523,0.4701099395751953,2.168015718460083,0.5308213233947754,3.7255687713623047
40,0.5100225421786309,1.9665266060829163,0.9380152919888496,3.8091012167930605,0.510765016078949,2.458353042602539,0.45536425709724426,3.9630627632141113
41,0.5075472739338874,1.8837340188026428,2.139977408349514,4.567646341323853,0.4088410437107086,3.135913848876953,0.3773308992385864,4.585948467254639
42,0.5507814645767212,1.744513659477234,0.6842923530936241,3.409387812614441,0.5333256721496582,3.176563024520874,0.9338639378547668,5.0160956382751465
43,0.5541997808218002,1.7372420978546144,0.6427674089372158,3.372966454029083,0.4932432472705841,2.683142900466919,0.6975178718566895,4.35714054107666
44,0.5476580065488815,1.7696929740905762,0.6960629634559155,3.442630214691162,0.5119102001190186,2.67531156539917,0.47698354721069336,4.194870471954346
45,0.550265691280365,1.6174389564990996,0.7062758155167103,3.2974728035926817,0.5888685584068298,2.3744425773620605,0.7826741337776184,4.10791015625
46,0.5267739674448967,1.8391036081314087,0.8891255497932434,3.647054376602173,0.4767521619796753,3.4989633560180664,0.7088212370872498,5.1806640625
47,0.46715972781181336,1.6308330011367798,0.6402273327112198,3.264496409893036,0.41525423526763916,2.12611722946167,0.9781104326248169,3.996274948120117
48,0.5070965272188187,1.672535707950592,0.8627448731660843,3.4619164204597475,0.47091159224510193,1.4743266105651855,0.31237831711769104,2.8784091472625732
49,0.49899643103708513,1.5766833865782246,0.616614903028676,3.1937035801820457,0.49702244997024536,1.8129606246948242,0.48865407705307007,3.3403520584106445
